Spotify ID,Artist IDs,Track Name,Album Name,Artist Names,Release Date,Duration,Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6crBy2sODw2HS53xquM6us,1XpDYCrUJnvCo9Ez6yeMWh,Tribute,Tenacious D,Tenacious D,2001-09-25,248053,67,spotify:user:,1970-01-01T00:00:00Z,"alternative metal,comedy rock,comic,comic metal,parody,rock",0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,4
3EfTQn30P4fqXxRf9IN7x6,6sN51vEARnAAdBw1IKZ8Q9,"Wonderwall - Live from Spotify Sessions, Metropolis Studios, London",Spotify Singles,Liam Gallagher,2017-10-25,198293,54,spotify:user:,1970-01-01T00:00:00Z,"britpop,britpop revival,modern rock,rock,solo wave",0.499,0.548,2,-6.858,1,0.0296,0.118,0,0.125,0.281,87.854,4
05Ez6KwjICkscWQVTsT3f5,0hEurMDQu99nJRq8pTxO14,I Will Be Found (Lost At Sea),Paradise Valley,John Mayer,2013-08-20,241346,52,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.563,0.401,5,-9.073,1,0.0243,0.415,0.00305,0.158,0.277,139.863,4
0xAjq4KAQdJvUyCM7fFZ9K,0L8ExT028jH3ddEcZwqJJ5,Hey,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,339533,55,spotify:user:,1970-01-01T00:00:00Z,"alternative rock,funk metal,funk rock,permanent wave",0.815,0.577,8,-6.253,1,0.0369,0.309,0.0000102,0.101,0.737,122.61,4
16DhvbuyvJob4Q9GHNYu2n,3dXaa6jwM7B52GZpaJEIr5,She Hates Me,Come Clean,Puddle Of Mudd,2001-08-28,216760,72,spotify:user:,1970-01-01T00:00:00Z,"alternative metal,alternative rock,nu metal,post-grunge,rap rock,rock",0.58,0.748,4,-5.433,1,0.0323,0.00935,0,0.753,0.584,109.781,4
6KlPOJNBz2ooo7y0GZBl2Y,"5HFf64cfog4DEijGW8E4qS,6Ow4DmnD2v4gQtqpPjR3lr,2Nrurh3cV1SfxdIzSAYjIR",Kiti Tare Tula Jadale,Kiti Tare Tula Jadale,"Shreyas Bedekar,Saleel Kulkarni,Sandeep Khare",2021-11-04,216533,7,spotify:user:,1970-01-01T00:00:00Z,"marathi pop,marathi traditional",0.607,0.268,1,-13.563,0,0.0595,0.87,0.00018,0.0834,0.367,111.926,3
0mgXOSuxdH84O2MSc1ZmrU,"6PAt558ZEZl0DmdXlnjMgD,0hEurMDQu99nJRq8pTxO14",Lies,Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,"Eric Clapton,John Mayer",2014-01-01,186826,44,spotify:user:,1970-01-01T00:00:00Z,"blues rock,classic rock,electric blues,rock,neo mellow,singer-songwriter",0.718,0.671,10,-8.948,1,0.03,0.0575,0.0752,0.209,0.896,86.868,4
1G391cbiT3v3Cywg8T7DM1,0L8ExT028jH3ddEcZwqJJ5,Scar Tissue,Californication (Deluxe Edition),Red Hot Chili Peppers,1999-06-08,215906,80,spotify:user:,1970-01-01T00:00:00Z,"alternative rock,funk metal,funk rock,permanent wave",0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4
2fq4SiCvhv8NrLnxeNa8l9,4dwdTW1Lfiq0cM8nBAqIIz,Phantom,My Head Is An Animal (10th Anniversary Edition),Of Monsters and Men,2021-10-29,282440,46,spotify:user:,1970-01-01T00:00:00Z,"folk-pop,metropopolis,modern rock,pop rock,stomp and holler",0.402,0.221,6,-17.58,1,0.0401,0.849,0.000228,0.107,0.247,78.539,4
1J4YoubtTxLuoKBzRIzHvv,3GBPw9NK25X1Wt2OUvOwY3,Taylor,On And On,Jack Johnson,2003-01-01,239280,62,spotify:user:,1970-01-01T00:00:00Z,neo mellow,0.805,0.729,0,-7.94,1,0.147,0.147,0.0422,0.104,0.569,174.189,4
239yM7BAQ2CkNc61ogPGXo,0hEurMDQu99nJRq8pTxO14,Shot in the Dark,Sob Rock,John Mayer,2021-07-16,249080,62,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.741,0.556,2,-9.184,1,0.0266,0.0629,0.041,0.103,0.587,122.008,4
1ndGB6rvxKYN9seCYO1dTF,0L8ExT028jH3ddEcZwqJJ5,The Zephyr Song,By the Way (Deluxe Edition),Red Hot Chili Peppers,2002-07-09,231933,71,spotify:user:,1970-01-01T00:00:00Z,"alternative rock,funk metal,funk rock,permanent wave",0.725,0.803,2,-4.083,1,0.0337,0.013,0.0000366,0.0891,0.403,117.391,4
5DiXcVovI0FcY2s0icWWUu,0vEsuISMWAKNctLlUAhSZC,Mr. Jones,August And Everything After,Counting Crows,1993-01-01,272293,77,spotify:user:,1970-01-01T00:00:00Z,"alternative rock,neo mellow,pop rock,rock",0.578,0.817,0,-6.542,1,0.0363,0.183,0.00000306,0.285,0.726,141.621,4
6N4TjPeZi4S9jpayOpRX2h,"4ITkqBlf5eoVCOFwsJCnqo,56SjZARoEvag3RoKWIb16j,5gZhfbckaWo89OzDSk3gdT",Yaarr Ni Milyaa,Yaarr Ni Milyaa,"Harrdy Sandhu,B Praak,Jaani",2017-09-05,310208,61,spotify:user:,1970-01-01T00:00:00Z,"desi pop,punjabi pop",0.623,0.891,8,-3.374,1,0.0332,0.217,0,0.106,0.55,129.987,4
3Oa6G6qiAU0PyQ4qljoG5C,0hEurMDQu99nJRq8pTxO14,Speak For Me - Acoustic,The Complete 2012 Performances Collection,John Mayer,2012-08-06,185773,30,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.579,0.292,9,-9.775,1,0.0305,0.927,0.0000973,0.127,0.39,126.181,4
5TYQonY07iJP2ULhR4ptce,0L8ExT028jH3ddEcZwqJJ5,Mellowship Slinky in B Major,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1991-09-24,239960,48,spotify:user:,1970-01-01T00:00:00Z,"alternative rock,funk metal,funk rock,permanent wave",0.652,0.809,6,-11.623,0,0.0762,0.00295,0.00928,0.352,0.773,91.919,4
1wQXj5bgxyZQ2XmE2X9s6n,4gzpq5DPGxSnKTe4SA8HAU,Til Kingdom Come,X&Y,Coldplay,2005-06-07,250668,60,spotify:user:,1970-01-01T00:00:00Z,"permanent wave,pop",0.607,0.395,0,-9.593,1,0.0287,0.61,0.00768,0.33,0.274,115.068,4
5VBwLOZDyDWInNYIUniuZG,0fDF0jjmdouCIeWhNnblwV,Soothsayer (Dedicated to Aunt Suzie),Crime Slunk Scene,Buckethead,2009-03-21,544800,53,spotify:user:,1970-01-01T00:00:00Z,"funk metal,instrumental rock,neo classical metal,shred",0.23,0.766,10,-3.849,0,0.0398,0.000424,0.838,0.159,0.227,151.106,4
3EaMrRGeNLb0llMv2wylUr,0hEurMDQu99nJRq8pTxO14,Victoria - EP Version,Inside Wants Out,John Mayer,1999-09-24,227040,37,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.682,0.264,7,-11.915,1,0.0378,0.865,0.0019,0.102,0.219,72.891,4
4wd09wCccmxUB7XVJp0RNn,2QoU3awHVdcHS8LrZEKvSM,"Jesus, Etc.",Yankee Hotel Foxtrot,Wilco,2002-04-16,231000,59,spotify:user:,1970-01-01T00:00:00Z,"alternative country,alternative rock,chicago indie,indie rock,pop rock,roots rock",0.756,0.28,5,-14.27,1,0.0296,0.616,0.00033,0.414,0.695,109.413,4
4GO0tDk8B5UUYeVBhdUKWf,5489Aao4KjbdU9l5CUadOa,Dosed,Dosed,Just Friends,2020-12-10,224000,40,spotify:user:,1970-01-01T00:00:00Z,"alternative emo,diy emo,indie punk",0.547,0.809,7,-8.582,1,0.0316,0.0663,0.0000454,0.137,0.691,107.002,4
0hSfI42YEQacDi2bTwtQ6P,6T5tfhQCknKG4UnH90qGnz,Truthfully,DNCE,DNCE,2016-11-18,182653,34,spotify:user:,1970-01-01T00:00:00Z,"dance pop,edm,pop,post-teen pop",0.721,0.654,8,-6.877,1,0.0351,0.308,0,0.334,0.561,101.999,4
3d9DChrdc6BOeFsbrZ3Is0,0L8ExT028jH3ddEcZwqJJ5,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1991-09-24,264306,82,spotify:user:,1970-01-01T00:00:00Z,"alternative rock,funk metal,funk rock,permanent wave",0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4
2uQ4px5SPONsgcUpulywIQ,4gzpq5DPGxSnKTe4SA8HAU,Amsterdam,A Rush of Blood to the Head,Coldplay,2002-08-08,319360,57,spotify:user:,1970-01-01T00:00:00Z,"permanent wave,pop",0.269,0.176,3,-10.463,1,0.0296,0.836,0.0343,0.122,0.105,78.861,4
5Y0jAablBfhL44lLf5rlU5,0fDF0jjmdouCIeWhNnblwV,Hills Of Eternity,Colma,Buckethead,1998-01-01,306520,32,spotify:user:,1970-01-01T00:00:00Z,"funk metal,instrumental rock,neo classical metal,shred",0.721,0.343,4,-9.691,1,0.0615,0.255,0.865,0.0835,0.174,89.978,4
3pJE14uAwHVRSKI80ZJixj,14ZxDAK6ITtZZqPdiWrvSn,Lonely Road,White Trash Beautiful,Everlast,2004-01-01,198213,43,spotify:user:,1970-01-01T00:00:00Z,rap rock,0.717,0.568,2,-5.152,1,0.0276,0.00262,0.192,0.31,0.392,86.989,4
4FabqiACflRLcAuUWsPP4R,7rN3Agir6FaZNfhf5V7mfN,Untitled #2,Niandra LaDes And Usually Just A T-Shirt,John Frusciante,1994,261839,29,spotify:user:,1970-01-01T00:00:00Z,"acoustic rock,alternative rock,rock",0.29,0.201,5,-15.364,1,0.0323,0.809,0.898,0.108,0.078,80.107,4
38uWiiaOVsaZNarFJONJhf,"5GnnSrwNCGyfAU4zuIytiS,0LSPREIgGMZXCuKVel7LVD",Sheher Mein,Rockstar,"Mohit Chauhan,Karthik",2011-10-01,241736,50,spotify:user:,1970-01-01T00:00:00Z,"desi pop,filmi,modern bollywood,tamil pop",0.793,0.658,4,-9.102,0,0.418,0.386,0.00000297,0.0778,0.805,90.973,4
5cF0dROlMOK5uNZtivgu50,6VuMaDnrHyPL1p4EHjYLi7,Attention,Voicenotes,Charlie Puth,2018-05-11,208786,83,spotify:user:,1970-01-01T00:00:00Z,"dance pop,pop,viral pop",0.775,0.613,3,-4.586,0,0.0542,0.109,0.0000233,0.134,0.797,100.066,4
0QWK9SwHslfeSrDSJXMI4M,0hEurMDQu99nJRq8pTxO14,"Something's Missing - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",Any Given Thursday,John Mayer,2003-01-30,407466,30,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.49,0.765,4,-7.54,1,0.0382,0.0708,0.00324,0.708,0.493,76.558,4
6kIm6NejP3hxeccPGTr1NY,1wpWvJF6BDdPAkhLbDGKp9,Minnie The Moocher,Minnie The Moocher,Brothers Moving,2021-03-19,190376,54,spotify:user:,1970-01-01T00:00:00Z,,0.723,0.399,1,-8.122,1,0.21,0.0512,0.00000349,0.111,0.577,122.249,4
0vph68EEVszK6rluAj5k20,5zoKOcTDI9EMOhGNaxL708,Time To Confess - Live,"Bring On The Music: Live at The Capitol Theatre, Pt. 1",Gov't Mule,2019-06-28,694413,9,spotify:user:,1970-01-01T00:00:00Z,"blues rock,classic rock,country rock,electric blues,jam band,modern blues,modern blues rock,rock,southern rock",0.296,0.828,1,-4.029,0,0.0492,0.004,0.106,0.945,0.737,166.742,4
54X78diSLoUDI3joC2bjMz,5a2EaR3hamoenG9rDuVn8j,Purple Rain,Purple Rain,Prince,1984-06-25,520786,74,spotify:user:,1970-01-01T00:00:00Z,"funk,funk rock,minneapolis sound,synth funk",0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,4
1JSTJqkT5qHq8MDJnJbRE1,5NGO30tJxFlKixkPSgXcFE,Every Breath You Take,Synchronicity (Remastered 2003),The Police,1983-06-17,253920,86,spotify:user:,1970-01-01T00:00:00Z,"album rock,classic rock,mellow gold,permanent wave,rock",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4
4alHo6RGd0D3OUbTPExTHN,6DCIj8jNaNpBz8e5oKFPtp,Just What I Needed,The Cars,The Cars,1978-06-06,225626,70,spotify:user:,1970-01-01T00:00:00Z,"album rock,art rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,pop rock,power pop,rock,soft rock",0.619,0.579,4,-9.307,1,0.0473,0.0152,0.000064,0.0858,0.69,127.224,4
6f3ANRNQ8nCiPZ6VqXqq93,"76fuWYgIf3TVIopTs3vaJ6,4IKVDbCSBTxBeAsMKjAuTs,5r2baeTwcCJnuIsDIlxUJo",Main Rahoon Ya Na Rahoon,Main Rahoon Ya Na Rahoon,"Amaal Mallik,Armaan Malik,Rashmi Virag",2015-11-24,309457,71,spotify:user:,1970-01-01T00:00:00Z,"desi pop,filmi,modern bollywood",0.55,0.488,6,-8.059,1,0.0284,0.718,0.000118,0.126,0.301,136.025,3
3BrWLBC4WYx393yRUOlTih,"64H8UqGLbJFHwKtGxiV8OP,3rWZHrfrsPBxVy692yAIxF,1xoxekeb8jUVHKJB7m6bfg",Meet Me At Our Spot - Live,Meet Me At Our Spot (Live),"THE ANXIETY,WILLOW,Tyler Cole",2021-10-22,147828,66,spotify:user:,1970-01-01T00:00:00Z,"modern alternative pop,afrofuturism,pop,post-teen pop,bedroom soul",0.694,0.475,2,-7.035,1,0.0345,0.159,0.0000039,0.103,0.391,94.987,4
3ndvuL1lqZNTdb7yBxKQFR,0hEurMDQu99nJRq8pTxO14,"Message In a Bottle - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",Any Given Thursday,John Mayer,2003-01-30,306826,38,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.527,0.509,9,-10.926,1,0.057,0.241,0.00000334,0.573,0.449,129.972,4
75Ak0cit8hV604Wjlq1gf2,24BYRlsS8uIO4jA71mJ4Js,Aaja We Mahiya,Aaja We Mahiya,Imran Khan,2009-07-27,232066,69,spotify:user:,1970-01-01T00:00:00Z,"desi hip hop,desi pop,desi trap,modern bollywood,pakistani hip hop",0.639,0.594,10,-6.497,1,0.0347,0.131,0,0.119,0.378,80.034,4
1ebftgRZcnctL8GpBu0nu8,5dCuFngSPyOOnTAvrC7v2s,Ain't No Sunshine,Texas Cannonball,Freddie King,1972-01-01,200200,50,spotify:user:,1970-01-01T00:00:00Z,"acoustic blues,blues,blues rock,classic rock,electric blues,texas blues,traditional blues",0.576,0.363,0,-14.487,0,0.0512,0.758,0.000147,0.0837,0.452,135.513,4
3NpNTYETMcXspfs8hE8T7h,7bcSOvqOKoyZqU41p5YuoJ,Ishq Tera Tadpave - Oh Ho Ho Ho,Ishq Tera Tadpave (Oh Ho Ho Ho),Sukhbir,1999-01-01,367818,56,spotify:user:,1970-01-01T00:00:00Z,"bhangra,desi hip hop,desi pop,modern bollywood",0.733,0.963,10,-5.06,1,0.0665,0.0558,0.0000132,0.0766,0.91,145.05,4
3oGRjCpV07tCM5mrYv6iQA,0hEurMDQu99nJRq8pTxO14,"I'm Gonna Find Another You - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,340626,44,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.391,0.456,9,-9.679,1,0.0425,0.725,0.0653,0.673,0.36,143.646,3
0odIT9B9BvOCnXfS0e4lB5,5PN2aHIvLEM98XIorsPMhE,Bette Davis Eyes,Mistaken Identity,Kim Carnes,1981-01-01,228000,77,spotify:user:,1970-01-01T00:00:00Z,"mellow gold,new romantic,new wave pop,soft rock",0.675,0.649,5,-10.271,1,0.0319,0.0204,0,0.0959,0.596,116.624,4
455OjhLhU9JCNYKKoUOFwr,"78sIlhMniFgXlOrNWnPtIl,3IzepIGEFUSFFnuIVGwZDS",Into You,Into You,"Tegi Pannu,Manni Sandhu",2021-07-02,174508,63,spotify:user:,1970-01-01T00:00:00Z,"desi hip hop,desi pop,punjabi pop",0.72,0.711,1,-6.926,0,0.0457,0.309,0,0.492,0.713,148.223,4
5aJmSzmuhLI6fr1Rm0EnkS,1TtJ8j22Roc24e2Jx3OcU4,fineshrine,shrines,Purity Ring,2012-07-23,209760,57,spotify:user:,1970-01-01T00:00:00Z,"art pop,canadian electropop,chillwave,dark pop,dream pop,edmonton indie,electropop,grave wave,indietronica,metropopolis,shimmer pop",0.609,0.797,5,-4.45,0,0.0404,0.0182,0.00000868,0.434,0.4,130.053,4
1wU7z5XE8oa66ZvUlYAKfK,0hEurMDQu99nJRq8pTxO14,Come Back to Bed,Heavier Things,John Mayer,2003-09-09,323706,49,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.482,0.55,9,-4.485,1,0.0267,0.394,0.0207,0.111,0.354,114.438,3
4R3hT8CFsJ7kD1BdhKX7q1,1tttI1iC4FsS6BM5l38oe5,Rainbow,Lovin' Things,Marmalade,1992,200800,28,spotify:user:,1970-01-01T00:00:00Z,"bubblegum pop,classic uk pop,folk rock,merseybeat",0.65,0.438,2,-16.937,1,0.0341,0.58,0.000113,0.0942,0.268,111.55,4
5vp1oau7i7lF9WExMWyZDl,"6PAt558ZEZl0DmdXlnjMgD,5W5bDNCqJ1jbCgTxDD0Cb3",Songbird,Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,"Eric Clapton,Willie Nelson",2014-01-01,175986,32,spotify:user:,1970-01-01T00:00:00Z,"blues rock,classic rock,electric blues,rock,classic country pop,country,country rock,nashville sound,outlaw country,singer-songwriter,texas country",0.644,0.628,0,-6.789,1,0.0284,0.393,0.00029,0.208,0.539,77.022,4
4G1rzFZNDcReeg9BOpNimT,2FcC4sDMXme2ziI7tGKMK8,Smile,On An Island,David Gilmour,2006-03-06,243266,45,spotify:user:,1970-01-01T00:00:00Z,"album rock,art rock,blues rock,classic rock,progressive rock,symphonic rock",0.43,0.141,0,-16.376,1,0.0286,0.757,0.000499,0.127,0.143,93.577,3
5gbxzSqABThINGDb7vIiwe,0hEurMDQu99nJRq8pTxO14,Edge of Desire,Battle Studies,John Mayer,2009-11-13,332066,60,spotify:user:,1970-01-01T00:00:00Z,"neo mellow,singer-songwriter",0.606,0.441,9,-9.303,1,0.0272,0.326,0.0128,0.116,0.455,66.443,3